price,beds,baths,sqft,sqftlot,broker,address
"$125,000",3bed,1bath,"1,064sqft","3,920sqft lot",Liberty Core Real Estate,"902 S 27th St, Omaha, NE 68105"
"$220,000",3bed,2bath,"1,447sqft","4,792sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"1308 N 42nd St, Omaha, NE 68131"
"$159,900",3bed,1bath,"1,175sqft",0.26acre lot,Nebraska Realty,"6326 Spaulding St, Omaha, NE 68104"
"$244,000",3bed,2bath,"1,732sqft",0.25acre lot,Mike Egan Real Estate,"4679 Poppleton Ave, Omaha, NE 68106"
"$345,900",4bed,3bath,"3,242sqft","9,460sqft lot",NP Dodge - 108Dodge Branch Office,"7821 S 190th Ave, Omaha, NE 68136"
"$109,500",5bed,2bath,"1,695sqft","1,695sqft lot",Bhhs Ambassador Real Estate,"2420 Decatur St, Omaha, NE 68111"
"$79,000",2bed,1bath,968sqft,"6,000sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"7004 N 24th St, Omaha, NE 68112"
"$184,900",2bed,2bath,"1,656sqft","5,680sqft lot",Key Real Estate,"2322 S 35th Ave, Omaha, NE 68105"
"$300,000",3bed,2bath,"1,602sqft",0.69acre lot,NP Dodge - 204Dodge Branch Office,"21417 Ridgewood Rd, Omaha, NE 68022"
"$175,000",3bed,1bath,"1,668sqft","5,227sqft lot",Nebraska Realty,"6811 Minne Lusa Blvd, Omaha, NE 68112"
"$294,900",3bed,2.5bath,"1,805sqft","7,144sqft lot",BHHS Ambassador Real Estate,"8007 S 188th St, Omaha, NE 68136"
"$119,500",3bed,1bath,"1,043sqft","4,396sqft lot",Nebraska Realty,"2524 Fort St, Omaha, NE 68111"
"$225,000",3bed,2bath,"2,033sqft","9,955sqft lot",Bhhs Ambassador Real Estate,"1446 S 167th Ave, Omaha, NE 68130"
"$245,000",4bed,3bath,"1,823sqft","7,405sqft lot",Bhhs Ambassador Real Estate,"14625 Kansas Ave, Omaha, NE 68116"
"$125,000",2bed,1bath,971sqft,"3,920sqft lot",kwELITE Real Estate,"1124 Arbor St, Omaha, NE 68108"
"$185,000",4bed,2.5bath,"2,475sqft","1,750sqft lot",Nebraska Realty,"2503 Mason St, Omaha, NE 68105"
"$275,000",3bed,1.5bath,"1,702sqft","7,095sqft lot",kwELITE Real Estate,"5603 Jackson St, Omaha, NE 68106"
"$175,000",2bed,1bath,"1,044sqft","6,072sqft lot",BHHS Ambassador Real Estate,"6031 Woolworth Ave, Omaha, NE 68106"
"$249,900",3bed,2bath,"1,381sqft","8,069sqft lot",Nebraska Realty,"20710 Parker St, Omaha, NE 68022"
"$240,000",3bed,2bath,"1,550sqft","9,159sqft lot",BHHS Ambassador Real Estate,"18628 T Cir, Omaha, NE 68135"
"$265,500",3bed,2bath,"1,888sqft","8,320sqft lot",kwELITE Real Estate,"4719 N 175th Ave, Omaha, NE 68116"
"$249,900",3bed,3bath,"1,777sqft","9,148sqft lot",BHHS Ambassador Real Estate,"9706 Jaynes St, Omaha, NE 68134"
"$134,900",2bed,1.5bath,"1,340sqft","8,276sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"5208 N 48th Ave, Omaha, NE 68104"
"$399,950",4bed,3bath,"2,552sqft",0.28acre lot,Bhhs Ambassador Real Estate,"16624 Farnam St, Omaha, NE 68118"
"$625,000",3bed,3.5bath,"3,263sqft",0.38acre lot,Bhhs Ambassador Real Estate,"5108 N 192nd Ave, Omaha, NE 68022"
"$235,000",3bed,2bath,"1,409sqft","5,140sqft lot",Nebraska Realty,"17842 Lillian St, Omaha, NE 68136"
"$230,000",3bed,2bath,"2,124sqft",0.33acre lot,Nebraska Realty,"9305 Ellison Ave, Omaha, NE 68134"
"$189,000",4bed,2bath,"1,516sqft","5,280sqft lot",NP Dodge - 108Dodge Branch Office,"2569 Whitmore St, Omaha, NE 68112"
"$165,000",3bed,2bath,"1,727sqft",0.53acre lot,Wistar Real Estate LLC,"2701 N 75th St, Omaha, NE 68134"
"$295,000",3bed,2bath,"1,458sqft",0.23acre lot,Exp Realty Llc,"15203 Nebraska Ave N, Omaha, NE 68116"
"$220,000",5bed,3bath,"2,460sqft",0.27acre lot,Exp Realty Llc,"14108 Emiline St, Omaha, NE 68138"
"$209,000",3bed,2.5bath,"2,008sqft","9,520sqft lot",BHHS Ambassador Real Estate,"1522 S 139th St, Omaha, NE 68144"
"$175,000",4bed,2bath,"1,800sqft","5,227sqft lot",Coldwell Banker NHS RE,"6310 Parker St, Omaha, NE 68104"
"$275,000",3bed,3bath,"2,196sqft",0.25acre lot,RE/MAX Results,"13578 Shirley St, Omaha, NE 68144"
"$360,000",3bed,2bath,"3,202sqft",0.24acre lot,Exp Realty Llc,"16610 Edna St, Omaha, NE 68136"
"$190,000",2bed,1.5bath,"1,040sqft",0.24acre lot,Platinum Realty LLC,"504 Pine St, Omaha, NE 68108"
"$265,000",4bed,2.5bath,"2,208sqft","8,712sqft lot",Bhhs Ambassador Real Estate,"4951 Dumfries Cir, Omaha, NE 68157"
"$200,000",3bed,2bath,"1,166sqft",0.41acre lot,Nebraska Realty,"5802 R St, Omaha, NE 68117"
"$210,000",3bed,2bath,"1,469sqft","5,200sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"5035 S 149th St, Omaha, NE 68137"
"$200,000",3bed,1.5bath,"1,700sqft","6,534sqft lot",Gtr Sales,"2305 S 49th Ave, Omaha, NE 68106"
"$165,000",4bed,3bath,"1,604sqft","6,534sqft lot",BHHS Ambassador Real Estate,"6543 N 32nd St, Omaha, NE 68112"
"$210,000",3bed,2bath,"1,512sqft","4,792sqft lot",BHHS Ambassador Real Estate,"4851 Burt St, Omaha, NE 68132"
"$450,000",4bed,3.5bath,"4,441sqft",,BHHS Ambassador Real Estate,"11115 Woolworth Plz, Omaha, NE 68144"
"$150,000",4bed,2bath,"1,387sqft","3,440sqft lot",Exp Realty Llc,"5146 Evans St, Omaha, NE 68104"
"$95,000",2bed,1.5bath,"1,196sqft","6,970sqft lot",NP Dodge - 148Dodge Branch Office,"1301 Madison St, Omaha, NE 68107"
"$143,000",4bed,2bath,"1,292sqft","5,663sqft lot",BHHS Ambassador Real Estate,"4719 S 18th St, Omaha, NE 68107"
"$205,000",2bed,1.5+bath,"2,061sqft","3,650sqft lot",Nebraska Realty Sarpy County,"2340 N 120th Avenue Cir, Omaha, NE 68164"
"$675,000",6bed,3.5+bath,"4,288sqft",0.23acre lot,Better Homes and Gardens Real Estate The Good Life Group,"326 N 40th St, Omaha, NE 68131"
"$239,000",3bed,3bath,"2,344sqft","7,841sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"3911 N 113th Cir, Omaha, NE 68164"
"$157,000",3bed,1.5bath,"1,337sqft","6,970sqft lot",kwELITE Real Estate,"4815 Redick Ave, Omaha, NE 68152"
"$155,000",3bed,2bath,"1,648sqft","6,820sqft lot",Realty One Group Sterling,"4827 Sprague St, Omaha, NE 68104"
"$170,000",,,935sqft,"5,500sqft lot",Exp Realty Llc,"5622 S 32nd St, Omaha, NE 68107"
"$535,000",3bed,2.5bath,"2,232sqft","4,792sqft lot",BHHS Ambassador Real Estate,"4628 Capitol Ave Unit 1, Omaha, NE 68132"
"$130,000",1bed,2bath,781sqft,"4,792sqft lot",Exp Realty Llc,"5147 Evans St, Omaha, NE 68104"
"$125,000",4bed,1bath,"1,042sqft","7,841sqft lot",BHHS Ambassador Real Estate,"3368 Weber St, Omaha, NE 68112"
"$615,000",3bed,2.5bath,"3,307sqft",0.76acre lot,Bhhs Ambassador Real Estate,"19911 Elkhorn Ridge Dr, Elkhorn, NE 68022"
"$175,000",3bed,1bath,906sqft,"6,400sqft lot",Nebraska Realty,"3328 Pratt St, Omaha, NE 68111"
"$535,000",3bed,2.5bath,"2,232sqft","4,792sqft lot",BHHS Ambassador Real Estate,"4630 Capitol Ave Unit 2, Omaha, NE 68132"
"$150,000",3bed,2bath,"1,380sqft","6,600sqft lot",Keller Williams Greater Omaha,"819 S 49th Ave, Omaha, NE 68106"
"$1,195,000",5bed,4.5bath,"6,924sqft",11.42acre lot,BHHS Ambassador Real Estate,"10405 N 132nd St, Omaha, NE 68142"
"$925,000",4bed,6bath,"6,242sqft",0.43acre lot,BHHS Ambassador Real Estate,"13720 Hamilton St, Omaha, NE 68154"
"$374,900",4bed,3.5bath,"3,743sqft","9,196sqft lot",Nebraska Realty,"10545 Adams Dr, Omaha, NE 68127"
"$340,000",3bed,2bath,500sqft,"6,024sqft lot",Omaha Home Sales,"2501 Leavenworth St, Omaha, NE 68105"
"$260,000",3bed,3bath,"2,126sqft","5,706sqft lot",Better Homes And Gardens R.E.,"16907 Joanne Dr, Omaha, NE 68136"
"$500,000",4bed,4.5bath,"4,726sqft",0.26acre lot,Bhhs Ambassador Real Estate,"16619 Jones St, Omaha, NE 68118"
"$259,000",3bed,3bath,"2,200sqft","6,098sqft lot",Keller Williams Greater Omaha,"5523 Marcy St, Omaha, NE 68106"
"$209,000",3bed,3bath,"1,944sqft","9,583sqft lot",Nebraska Realty,"9380 Ogden St, Omaha, NE 68134"
"$750,000",4bed,3.5bath,"6,014sqft",1.93acre lot,Bhhs Ambassador Real Estate,"10802 S 167th St, Omaha, NE 68136"
"$255,000",3bed,2.5bath,"2,218sqft",0.24acre lot,NP Dodge - 148Dodge Branch Office,"9837 Hartman Ave, Omaha, NE 68134"
"$225,000",3bed,2bath,"1,337sqft","7,841sqft lot",NP Dodge - 108Dodge Branch Office,"16525 Grant St, Omaha, NE 68116"
"$440,000",4bed,2.5bath,"2,510sqft",0.24acre lot,Better Homes and Gardens Real Estate The Good Life Group,"2424 N 187th Ave, Omaha, NE 68022"
"$419,900",2bed,2bath,"1,495sqft",,Better Homes and Gardens Real Estate The Good Life Group,"120 S 31st Ave Apt 5506, Omaha, NE 68131"
"$499,750",4bed,3bath,"3,181sqft",0.24acre lot,BHHS Ambassador Real Estate,"7915 S 183rd St, Omaha, NE 68136"
"$395,000",3bed,2.5bath,"2,330sqft","8,667sqft lot",Berkshire Real Estate,"8727 Pratt St, Omaha, NE 68134"
"$299,000",3bed,2.5bath,"2,438sqft",0.23acre lot,Nebraska Realty,"15675 Leavenworth St, Omaha, NE 68118"
"$250,000",3bed,2.5bath,"1,986sqft","7,405sqft lot",BHHS Ambassador Real Estate,"15277 Bemis St, Omaha, NE 68154"
"$240,000",3bed,3bath,"1,736sqft","6,098sqft lot",Keller Williams Greater Omaha,"13617 Westwood Ln, Omaha, NE 68144"
"$420,000",4bed,2.5bath,"2,840sqft",0.46acre lot,Bhhs Ambassador Real Estate,"1705 S 90th St, Omaha, NE 68124"
"$240,000",3bed,2.5bath,"1,858sqft","6,098sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"13816 Washington Cir, Omaha, NE 68137"
"$573,321",5bed,3bath,"2,767sqft","9,888sqft lot",Regency Homes,"6620 S 200th Ave, Omaha, NE 68135"
"$669,900",6bed,3.5bath,"4,223sqft",0.24acre lot,Better Homes and Gardens Real Estate The Good Life Group,"18336 Cheyenne Rd, Omaha, NE 68136"
"$1,224,152",4bed,5bath,"3,308sqft",0.36acre lot,BHHS Ambassador Real Estate,"840 N 143rd Ct Lot 13, Omaha, NE 68154"
"$166,000",2bed,2bath,"1,108sqft","4,356sqft lot",BHHS Ambassador Real Estate,"14670 Ames Plz, Omaha, NE 68116"
"$219,900",3bed,1.5bath,"1,890sqft","6,534sqft lot",NP Dodge - 108Dodge Branch Office,"5809 Hamilton St, Omaha, NE 68132"
"$305,000",2bed,3bath,"2,440sqft",0.27acre lot,NP Dodge - 204Dodge Branch Office,"5744 N 167th Cir, Omaha, NE 68116"
"$150,000",2bed,2bath,"1,662sqft","6,098sqft lot",BHHS Ambassador Real Estate,"3626 Grover St, Omaha, NE 68105"
"$99,000",4bed,2bath,"1,468sqft","4,536sqft lot",The Hammon Company Inc,"2615 Blondo St, Omaha, NE 68111"
"$115,000",3bed,3bath,"2,374sqft","4,356sqft lot",RE/MAX Results,"3322 Hamilton St, Omaha, NE 68131"
"$250,000",2bed,3.5bath,"2,346sqft",,NP Dodge - 108Dodge Branch Office,"6032 Oakcrest Plz, Omaha, NE 68137"
"$289,000",3bed,2bath,"1,620sqft","9,148sqft lot",Bhhs Ambassador Real Estate,"4708 N Hws Cleveland Blvd, Omaha, NE 68116"
"$224,000",3bed,2bath,"1,480sqft","5,100sqft lot",Bhhs Ambassador Real Estate,"16148 Cherrywood St, Omaha, NE 68136"
"$300,000",2bed,2bath,"1,895sqft","5,663sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"5616 Leavenworth St, Omaha, NE 68106"
"$249,950",3bed,2bath,"1,324sqft","6,534sqft lot",NP Dodge - 108Dodge Branch Office,"7339 N 90th St, Omaha, NE 68122"
"$240,000",3bed,1.5bath,"1,890sqft","6,098sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"2822 S 33rd St, Omaha, NE 68105"
"$429,000",3bed,2.5bath,"2,900sqft","8,250sqft lot",Nebraska Realty,"450 N 61st St, Omaha, NE 68132"
"$125,000",2bed,2bath,"1,172sqft","4,810sqft lot",Bhhs Ambassador Real Estate,"5120 Pinkney St, Omaha, NE 68104"
"$158,000",4bed,1.5bath,"1,718sqft","3,920sqft lot",Exp Realty Llc,"2746 N 49th St, Omaha, NE 68104"
"$335,000",4bed,2.5+bath,"3,815sqft","9,148sqft lot",kwELITE Real Estate,"5075 S 172nd St, Omaha, NE 68135"
"$2,200,000",4bed,5.5+bath,"9,413sqft",1.09acre lot,BHHS Ambassador Real Estate,"1302 N 138th St, Omaha, NE 68154"
"$187,000",2bed,1bath,"1,776sqft","7,405sqft lot",BHHS Ambassador Real Estate,"5033 S 90th St, Omaha, NE 68127"
"$450,000",4bed,3.5bath,"4,312sqft",0.31acre lot,RE/MAX Results,"1423 N 131st Avenue Cir, Omaha, NE 68154"
"$160,000",3bed,2bath,"1,472sqft","7,250sqft lot",Bhhs Ambassador Real Estate,"5136 Bedford Ave, Omaha, NE 68104"
"$195,000",2bed,2bath,"1,554sqft","6,534sqft lot",Nebraska Realty Sarpy County,"6012 N 106th Cir, Omaha, NE 68134"
"$575,000",4bed,4.5+bath,"5,341sqft",0.56acre lot,Nebraska Realty,"1625 N 102nd Ave, Omaha, NE 68114"
"$340,000",3bed,3bath,"3,986sqft",0.25acre lot,Exp Realty Llc,"13015 Southdale Dr, Omaha, NE 68137"
"$235,000",3bed,2.5+bath,"2,261sqft","6,300sqft lot",Bhhs Ambassador Real Estate,"5708 N 115th Cir, Omaha, NE 68164"
"$145,000",2bed,1bath,"1,094sqft","6,534sqft lot",BHHS Ambassador Real Estate,"3824 N 53rd St, Omaha, NE 68104"
"$215,000",3bed,2bath,"1,414sqft","6,384sqft lot",Nebraska Realty,"6463 N 113th Cir, Omaha, NE 68164"
"$345,000",4bed,3bath,"3,532sqft",0.46acre lot,Better Homes and Gardens Real Estate The Good Life Group,"1819 S 78th St, Omaha, NE 68124"
"$200,000",3bed,2bath,"1,363sqft","5,350sqft lot",Nebraska Realty,"11709 Bauman Ave, Omaha, NE 68164"
"$650,000",5bed,4bath,"3,568sqft",0.91acre lot,Nebraska Realty,"20665 Surrey Rd, Elkhorn, NE 68022"
"$179,000",3bed,2.5bath,"1,785sqft",0.27acre lot,Nebraska Realty,"4707 Bancroft St, Omaha, NE 68106"
"$250,000",3bed,2.5bath,"1,885sqft","1,045sqft lot",Bhhs Ambassador Real Estate,"4918 N 113th St, Omaha, NE 68164"
"$225,000",3bed,2bath,"1,324sqft","6,534sqft lot",BHHS Ambassador Real Estate,"19464 R St, Omaha, NE 68135"
"$255,000",4bed,2.5bath,"1,807sqft","7,405sqft lot",BHHS Ambassador Real Estate,"6007 S 189th St, Omaha, NE 68135"
"$190,000",3bed,2bath,"1,569sqft","7,841sqft lot",BHHS Ambassador Real Estate,"9454 Tomahawk Blvd, Omaha, NE 68134"
"$180,000",2bed,2bath,"1,628sqft",0.67acre lot,NP Dodge - 204Dodge Branch Office,"7932 Military Ave, Omaha, NE 68134"
"$185,000",3bed,1.5+bath,"1,476sqft","9,583sqft lot",kwELITE Real Estate,"4620 N 83 Avenue Cir, Omaha, NE 68134"
"$247,500",4bed,2bath,"1,856sqft",0.32acre lot,Nexthome Signature Real Estate,"3210 S 112th St, Omaha, NE 68144"
"$350,000",4bed,2.5+bath,"2,039sqft",0.33acre lot,Nebraska Realty,"4707 S 199th Ave, Omaha, NE 68135"
"$204,900",3bed,1.5bath,"1,746sqft","7,405sqft lot",Coldwell Banker NHS RE,"12670 Holmes St, Omaha, NE 68137"
"$205,000",3bed,2bath,"1,369sqft","5,663sqft lot",Keller Williams Greater Omaha,"13567 Polk St, Omaha, NE 68137"
"$472,890",4bed,2.5bath,"2,328sqft",0.28acre lot,NP Dodge - 148Dodge Branch Office,"10105 S 186th Ave, Omaha, NE 68136"
"$406,230",5bed,3.5bath,"3,218sqft","7,405sqft lot",Bhhs Ambassador Real Estate,"9517 S 183rd Ave, Omaha, NE 68136"
"$199,000",5bed,3bath,"3,099sqft","7,405sqft lot",NP Dodge - 108Dodge Branch Office,"3924 S 25th St, Omaha, NE 68107"
"$160,000",2bed,1.5bath,"1,232sqft","4,182sqft lot",Better Homes And Gardens R.E.,"15439 T St, Omaha, NE 68137"
"$175,000",2bed,2bath,"1,044sqft",,kwELITE Real Estate,"312 S 16th St Apt 1002, Omaha, NE 68102"
"$349,000",3bed,1.5bath,"1,807sqft",2.62acre lot,Better Homes And Gardens R.E.,"9602 Military Rd, Omaha, NE 68134"
"$139,000",4bed,1.5bath,"1,584sqft","7,405sqft lot",Nebraska Realty,"3005 S 24th St, Omaha, NE 68108"
"$399,000",2bed,3.5bath,"2,542sqft","2,614sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"10205 N 29th Ct, Omaha, NE 68112"
"$379,000",12bed,4bath,960sqft,"8,476sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"4410 N 52nd St, Omaha, NE 68104"
"$130,000",3bed,1.5bath,"1,996sqft","4,656sqft lot",Nebraska Realty,"5505 Fontenelle Blvd, Omaha, NE 68111"
"$100,000",4bed,2bath,"1,840sqft","4,800sqft lot",Nebraska Realty,"2621 D St, Omaha, NE 68107"
"$218,000",4bed,2.5bath,"2,001sqft","6,448sqft lot",Redfin Corporation,"11413 S Cir, Omaha, NE 68137"
"$90,000",2bed,1bath,696sqft,"3,049sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"3214 Charles St, Omaha, NE 68131"
"$240,000",3bed,2bath,"1,591sqft","5,200sqft lot",BHHS Ambassador Real Estate,"12614 Miami St, Omaha, NE 68164"
"$359,000",,,960sqft,0.28acre lot,Better Homes and Gardens Real Estate The Good Life Group,"4402 N 52nd St, Omaha, NE 68104"
"$170,000",3bed,2bath,"1,374sqft","9,660sqft lot",Nebraska Realty,"5035 Read St, Omaha, NE 68152"
"$175,000",2bed,2bath,"1,266sqft","6,098sqft lot",BHHS Ambassador Real Estate,"3502 N 57th St, Omaha, NE 68104"
"$139,999",4bed,1bath,"1,308sqft","6,098sqft lot",Keller Williams Greater Omaha,"4301 Emmet St, Omaha, NE 68111"
"$179,000",3bed,2bath,"1,292sqft","6,970sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"3023 Vinton St, Omaha, NE 68105"
"$105,000",2bed,1.5bath,"1,120sqft",871sqft lot,Nebraska Realty Sarpy County,"2926 S 23rd St, Omaha, NE 68108"
"$190,000",2bed,2.5bath,"1,200sqft",436sqft lot,Better Homes and Gardens Real Estate The Good Life Group,"16766 Laurel Plz, Omaha, NE 68116"
"$475,000",4bed,4bath,"3,938sqft","7,841sqft lot",Keller Williams Greater Omaha,"7004 S 184th St, Omaha, NE 68136"
"$395,000",3bed,3bath,"2,377sqft","7,841sqft lot",Keller Williams Greater Omaha,"7016 S 184th St, Omaha, NE 68136"
"$415,000",4bed,3bath,"2,622sqft","7,841sqft lot",Keller Williams Greater Omaha,"7012 S 184th St, Omaha, NE 68136"
"$170,000",2bed,2bath,"1,378sqft","6,534sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"2535 N 65th Ave, Omaha, NE 68104"
"$450,000",5bed,4bath,"3,526sqft","7,841sqft lot",Keller Williams Greater Omaha,"7008 S 184th St, Omaha, NE 68136"
"$220,000",3bed,2bath,"1,475sqft","7,405sqft lot",Nebraska Realty,"7325 Wyoming St, Omaha, NE 68122"
"$235,000",5bed,2bath,"2,380sqft",0.32acre lot,Better Homes and Gardens Real Estate The Good Life Group,"7843 Crown Point Ave, Omaha, NE 68134"
"$350,000",4bed,4bath,"3,187sqft","6,970sqft lot",Nebraska Realty,"6723 S 163rd St, Omaha, NE 68135"
"$298,900",4bed,2.5bath,"2,981sqft","7,841sqft lot",BHHS Ambassador Real Estate,"11011 Sahler St, Omaha, NE 68164"
"$170,000",4bed,1.5bath,"1,450sqft","8,712sqft lot",Morse Real Estate,"8022 N 30th St, Omaha, NE 68112"
"$185,000",2bed,2bath,"1,716sqft","6,600sqft lot",Nebraska Realty,"7626 Blondo Dr, Omaha, NE 68134"
"$210,000",3bed,2bath,"1,320sqft","6,360sqft lot",Nebraska Realty,"4513 Browne St, Omaha, NE 68104"
"$200,000",3bed,2bath,"1,372sqft","5,227sqft lot",Nebraska Realty,"7925 Bauman Ave, Omaha, NE 68122"
"$300,000",3bed,2.5bath,"1,814sqft","6,970sqft lot",BHHS Ambassador Real Estate,"15741 Charles St, Omaha, NE 68118"
"$320,000",4bed,2.5bath,"2,509sqft",0.23acre lot,BHHS Ambassador Real Estate,"14517 Nelsons Creek Dr, Omaha, NE 68116"
"$275,000",4bed,2.5bath,"2,409sqft","8,384sqft lot",BHHS Ambassador Real Estate,"18704 L St, Omaha, NE 68135"
"$605,000",6bed,3bath,"3,709sqft",0.29acre lot,BHHS Ambassador Real Estate,"10809 S 175th Ave, Omaha, NE 68136"
"$190,000",4bed,2bath,"1,860sqft",436sqft lot,NP Dodge - 148Dodge Branch Office,"8128 Burdette St, Omaha, NE 68134"
"$278,900",4bed,2.5bath,"2,239sqft",0.24acre lot,Realty One Group Sterling,"5815 S 159th St, Omaha, NE 68135"
"$400,000",4bed,3bath,"3,411sqft",0.31acre lot,BHHS Ambassador Real Estate,"12966 Hamilton St, Omaha, NE 68154"
"$140,000",4bed,1.5bath,"1,096sqft","8,479sqft lot",P J MORGAN REAL ESTATE,"3419 Curtis Ave, Omaha, NE 68111"
"$180,000",3bed,2bath,"1,250sqft","7,405sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"9323 Camden Ave, Omaha, NE 68134"
"$215,000",3bed,2.5bath,"1,549sqft","9,104sqft lot",Nebraska Realty,"13812 Edna St, Omaha, NE 68138"
"$239,900",3bed,2.5bath,"1,700sqft","3,049sqft lot",BHHS Ambassador Real Estate,"1782 N 177th Plz, Omaha, NE 68118"
"$125,000",2bed,1bath,864sqft,"4,792sqft lot",Nebraska Realty Sarpy County,"4546 N 13th St, Omaha, NE 68110"
"$139,900",4bed,1.5bath,"1,786sqft","5,400sqft lot",Bhhs Ambassador Real Estate,"4286 Wirt St, Omaha, NE 68111"
"$325,000",5bed,2.5+bath,"3,554sqft","6,519sqft lot",Bhhs Ambassador Real Estate,"1335 S 36th St, Omaha, NE 68105"
"$200,000",3bed,2bath,"1,798sqft",0.45acre lot,Nebraska Realty,"6714 N 60th St, Omaha, NE 68152"
"$210,000",3bed,2bath,"1,540sqft",,Bhhs Ambassador Real Estate,"7503 N 111th St, Omaha, NE 68142"
"$375,000",4bed,3.5bath,"3,651sqft",0.31acre lot,kwELITE Real Estate,"1733 N 131st Cir, Omaha, NE 68154"
"$135,000",3bed,3bath,"1,628sqft","6,000sqft lot",Keller Williams Greater Omaha,"2728 Sharon Dr, Omaha, NE 68112"
"$175,000",3bed,1.5bath,"1,344sqft","6,098sqft lot",Nebraska Realty,"2451 S 38th St, Omaha, NE 68105"
"$110,000",4bed,3bath,"2,381sqft",0.42acre lot,P J MORGAN REAL ESTATE,"3922 Ida St, Omaha, NE 68112"
"$245,000",3bed,2.5bath,"1,621sqft","7,008sqft lot",BHHS Ambassador Real Estate,"13919 Weber St, Omaha, NE 68142"
"$230,000",3bed,2bath,"1,534sqft","7,006sqft lot",BHHS Ambassador Real Estate,"17709 I St, Omaha, NE 68135"
"$195,000",3bed,2bath,"1,265sqft","5,663sqft lot",Redfin Corporation,"16466 Erskine St, Omaha, NE 68116"
"$250,000",3bed,1.5+bath,"2,568sqft","9,680sqft lot",BHHS Ambassador Real Estate,"12421 Woolworth Ave, Omaha, NE 68144"
"$339,000",5bed,3bath,"3,692sqft","9,750sqft lot",Exp Realty Llc,"16619 Ames Ave, Omaha, NE 68116"
"$225,000",3bed,2bath,"2,062sqft","9,583sqft lot",Nebraska Realty,"3213 S 44th Ave, Omaha, NE 68105"
"$190,000",3bed,2bath,"1,807sqft","6,300sqft lot",Nebraska Realty Sarpy County,"2109 S 43rd St, Omaha, NE 68105"
"$240,000",3bed,3bath,"1,933sqft","8,064sqft lot",Nebraska Realty Sarpy County,"6508 N 110th St, Omaha, NE 68164"
"$159,900",3bed,1.5bath,"1,446sqft","7,440sqft lot",BHHS Ambassador Real Estate,"5028 S 142nd St, Omaha, NE 68137"
"$415,000",6bed,4.5bath,"3,390sqft","4,356sqft lot",BHHS Ambassador Real Estate,"10231 Adams St, Omaha, NE 68127"
"$215,000",3bed,2.5bath,"1,700sqft","8,384sqft lot",Nebraska Realty,"8214 Gold St, Omaha, NE 68124"
"$225,000",3bed,2bath,"1,499sqft","5,663sqft lot",BHHS Ambassador Real Estate,"7307 N 91st St, Omaha, NE 68122"
"$265,000",3bed,3bath,"2,148sqft","7,492sqft lot",Keller Williams Greater Omaha,"15147 Redwood St, Omaha, NE 68138"
"$390,000",4bed,2bath,"2,648sqft","5,663sqft lot",P J MORGAN REAL ESTATE,"5144 Franklin St, Omaha, NE 68104"
"$575,000",4bed,3.5+bath,"3,508sqft",0.25acre lot,Bhhs Ambassador Real Estate,"17808 Corby St, Omaha, NE 68116"
"$250,000",3bed,2.5bath,"1,930sqft",0.23acre lot,Better Homes and Gardens Real Estate The Good Life Group,"9286 Adams St, Omaha, NE 68127"
"$329,000",4bed,3bath,"2,726sqft","7,841sqft lot",BHHS Ambassador Real Estate,"14921 Ellison Ave, Omaha, NE 68116"
"$210,000",3bed,2.5bath,"1,466sqft","4,792sqft lot",BHHS Ambassador Real Estate,"14821 St, Omaha, NE 68137"
