price,beds,baths,sqft,sqftlot,broker,address
"$299,900",4bed,2.5+bath,920sqft,"9,000sqft lot",NP Dodge - Sarpy County Branch Office,"2713-2715 H St, Omaha, NE 68107"
"$895,000",4bed,3.5bath,"4,379sqft",0.31acre lot,BHHS Ambassador Real Estate,"3207 S 169th Plz, Omaha, NE 68130"
"$245,000",3bed,2bath,"1,432sqft","7,274sqft lot",BHHS Ambassador Real Estate,"7331 S 182nd St, Omaha, NE 68136"
"$460,500",3bed,2.5bath,"2,612sqft","9,148sqft lot",BHHS Ambassador Real Estate,"7403 N 169th St, Omaha, NE 68007"
"$369,500",4bed,4bath,"2,130sqft",0.29acre lot,Nebraska Realty,"7412 S 169th St, Omaha, NE 68136"
"$405,175",4bed,2.5bath,"2,547sqft","9,627sqft lot",BHHS Ambassador Real Estate,"6308 S 200th St, Omaha, NE 68135"
"$448,849",3bed,3bath,"2,900sqft",0.26acre lot,Better Homes and Gardens Real Estate The Good Life Group,"4510 S 220th St, Omaha, NE 68022"
"$480,000",8bed,4bath,"1,200sqft","4,200sqft lot",Robert Q Kelly Jr Broker,"2817 N 60th St, Omaha, NE 68104"
"$199,900",4bed,3bath,"2,960sqft","8,712sqft lot",Better Homes And Gardens R.E.,"2315 S 14th St, Omaha, NE 68108"
"$585,000",1bed,1.5bath,"2,447sqft",,Sandi Downing Real Estate Llc,"1214 Howard St Apt 206, Omaha, NE 68102"
"$112,000",2bed,1bath,"1,080sqft","4,792sqft lot",Platinum Realty LLC,"5372 N 27th Ave, Omaha, NE 68111"
"$99,900",1bed,1bath,480sqft,"6,098sqft lot",kwELITE Real Estate,"2037 N 67th St, Omaha, NE 68104"
"$169,222",3bed,2bath,"1,635sqft","6,490sqft lot",Milford Real Estate,"3170 Stone Ave, Omaha, NE 68111"
"$699,995",3bed,3.5bath,"3,202sqft",41.77acre lot,Nebraska Realty,"2090 Pony Ridge Rd, Omaha, NE 68112"
"$437,500",2bed,2.5bath,"1,608sqft",,Sandi Downing Real Estate Llc,"200 S 31st Ave Apt 4301, Omaha, NE 68131"
"$149,900",3bed,2bath,"1,644sqft",871sqft lot,kwELITE Real Estate,"2411 Castelar St, Omaha, NE 68105"
"$165,000",2bed,2bath,"1,358sqft",,NP Dodge - 148Dodge Branch Office,"3310 N 147th Ct Apt 2109, Omaha, NE 68116"
"$540,000",5bed,5bath,"4,526sqft",0.33acre lot,NP Dodge - 148Dodge Branch Office,"3411 N 161st Ave, Omaha, NE 68116"
"$150,000",3bed,1.5bath,"1,470sqft","7,841sqft lot",Burrows Tracts Real Estate,"6917 N 63rd St, Omaha, NE 68152"
"$265,000",3bed,2bath,"3,104sqft",1.07acre lot,BHHS Ambassador Real Estate,"7221 Mormon Bridge Rd, Omaha, NE 68152"
"$135,000",3bed,2bath,"1,232sqft","5,663sqft lot",Exp Realty Llc,"4520 Spencer St, Omaha, NE 68104"
"$84,900",2bed,1bath,720sqft,"6,098sqft lot",Nebraska Realty,"3466 Larimore Ave, Omaha, NE 68111"
"$284,900",3bed,2bath,"1,662sqft","4,275sqft lot",NP Dodge - 204Dodge Branch Office,"412 N 48th St, Omaha, NE 68132"
"$280,000",3bed,3bath,"2,396sqft","9,918sqft lot",Nebraska Realty,"5815 S 157th St, Omaha, NE 68135"
"$199,000",4bed,1.5bath,"1,760sqft","7,841sqft lot",Maxim Realty Group Llc,"10506 Laurel Ave, Omaha, NE 68134"
"$315,000",4bed,3.5bath,"2,975sqft",0.3acre lot,BHHS Ambassador Real Estate,"15019 K Cir, Omaha, NE 68137"
"$240,000",3bed,3bath,"1,765sqft","4,792sqft lot",BHHS Ambassador Real Estate,"12818 Grant Cir, Omaha, NE 68164"
"$169,000",3bed,2bath,"1,040sqft","5,940sqft lot",Nebraska Realty,"8003 Nina St, Omaha, NE 68124"
"$185,000",3bed,3bath,"1,721sqft","6,534sqft lot",Key Real Estate Co,"3914 Terrace Dr, Omaha, NE 68134"
"$880,000",5bed,3.5bath,"3,910sqft",0.49acre lot,NP Dodge - 108Dodge Branch Office,"765 Fairacres Rd, Omaha, NE 68132"
"$330,000",3bed,2.5bath,"2,333sqft","2,333sqft lot",BHHS Ambassador Real Estate,"13436 Burdette St, Omaha, NE 68164"
"$119,000",3bed,1bath,840sqft,"5,140sqft lot",Nebraska Realty,"4521 S 62nd St, Omaha, NE 68117"
"$285,000",3bed,2.5bath,"2,330sqft","7,670sqft lot",NP Dodge - 148Dodge Branch Office,"314 S 155th Ave, Omaha, NE 68154"
"$162,000",3bed,1bath,"1,133sqft","5,850sqft lot",Nebraska Realty,"3819 Krug Ave, Omaha, NE 68105"
"$850,000",6bed,4bath,"6,090sqft",1.26acre lot,Bhhs Ambassador Real Estate,"105 S 129th St, Omaha, NE 68154"
"$279,500",4bed,3.5bath,"2,626sqft",0.26acre lot,BHHS Ambassador Real Estate,"3345 S 115th Ave, Omaha, NE 68144"
"$235,900",3bed,2.5bath,"1,351sqft",,kwELITE Real Estate,"18183 Polk Ct, Omaha, NE 68135"
"$235,900",3bed,2.5bath,"1,351sqft",,kwELITE Real Estate,"18197 Polk Ct, Omaha, NE 68135"
"$255,000",3bed,2.5bath,"1,900sqft","8,970sqft lot",NP Dodge - 204Dodge Branch Office,"10606 Spaulding Cir, Omaha, NE 68134"
"$215,000",3bed,2bath,"1,357sqft","6,970sqft lot",NP Dodge - 148Dodge Branch Office,"11341 Hartman Cir, Omaha, NE 68164"
"$190,000",3bed,2bath,"1,431sqft","6,882sqft lot",Bhhs Ambassador Real Estate,"13510 Gertrude St, Omaha, NE 68138"
"$270,000",3bed,2.5bath,"2,026sqft",0.28acre lot,BHHS Ambassador Real Estate,"641 S 150th St, Omaha, NE 68154"
"$415,000",5bed,3.5bath,"3,713sqft","7,841sqft lot",Exp Realty Llc,"18310 Howard St, Omaha, NE 68022"
"$300,000",3bed,3bath,"1,492sqft","7,875sqft lot",Nebraska Realty,"17036 Orchard Ave, Omaha, NE 68135"
"$545,500",4bed,3bath,"3,380sqft",828sqft lot,BHHS Ambassador Real Estate,"5831 N Hws Cleveland Blvd, Omaha, NE 68116"
"$265,000",3bed,2bath,"1,717sqft","6,098sqft lot",Milford Real Estate,"16126 Birch Ave, Omaha, NE 68136"
"$1,245,000",7bed,8bath,"6,701sqft",0.64acre lot,BHHS Ambassador Real Estate,"9106 Leavenworth St, Omaha, NE 68114"
"$558,124",4bed,3bath,"2,960sqft",0.29acre lot,BHHS Ambassador Real Estate,"10609 S 126th Ct, Omaha, NE 68138"
"$575,000",5bed,3.5bath,"3,853sqft",0.28acre lot,BHHS Ambassador Real Estate,"10011 S 186th Ave, Omaha, NE 68136"
"$169,900",5bed,3bath,"2,955sqft","9,148sqft lot",BHHS Ambassador Real Estate,"1034 S 29th St, Omaha, NE 68105"
"$55,000",2bed,1bath,470sqft,"5,663sqft lot",Nebraska Realty,"4139 Grant St, Omaha, NE 68111"
"$139,000",3bed,1bath,"1,868sqft","7,100sqft lot",Nebraska Realty,"2726 N 45th St, Omaha, NE 68104"
"$434,500",2bed,2bath,"1,517sqft",,Better Homes and Gardens Real Estate The Good Life Group,"120 S 31st Ave Apt 5300, Omaha, NE 68131"
"$95,000",3bed,2bath,"2,094sqft","6,098sqft lot",Exp Realty Llc,"1915 Emmet St, Omaha, NE 68110"
"$175,000",5bed,2bath,"1,250sqft",0.96acre lot,Coldwell Banker NHS RE,"3935 Hartman Ave, Omaha, NE 68111"
"$160,000",5bed,2bath,"2,270sqft","6,072sqft lot",Bhhs Ambassador Real Estate,"1916 N 36th St, Omaha, NE 68111"
"$175,000",4bed,3bath,"2,258sqft","5,227sqft lot",Nebraska Realty,"2523 Ames Ave, Omaha, NE 68111"
"$660,000",5bed,3.5bath,"3,486sqft",0.37acre lot,BHHS Ambassador Real Estate,"16805 Spring Plz, Omaha, NE 68130"
"$90,000",5bed,3bath,"2,144sqft","6,970sqft lot",Maxim Realty Group Llc,"1318 S 30th Ave, Omaha, NE 68105"
"$129,500",3bed,1bath,"1,308sqft","5,002sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"6250 S 36th Ave, Omaha, NE 68107"
"$105,000",3bed,1bath,947sqft,"5,227sqft lot",Better Homes And Gardens R.E.,"3370 Curtis Ave, Omaha, NE 68111"
"$135,000",3bed,1bath,880sqft,"3,485sqft lot",Nebraska Realty Sarpy County,"5006 S 20th St, Omaha, NE 68107"
"$139,900",3bed,1bath,"1,980sqft","5,663sqft lot",Keller Williams Greater Omaha,"4334 Ohio St, Omaha, NE 68111"
"$1,200,000",6bed,4.5bath,"5,460sqft",1.34acre lot,NP Dodge - 108Dodge Branch Office,"1532 S 106th Ave, Omaha, NE 68124"
"$350,000",5bed,2.5+bath,"3,674sqft",0.27acre lot,The Gallery of Homes,"6409 S 156th Avenue Cir, Omaha, NE 68135"
"$218,000",3bed,2bath,"1,384sqft","7,405sqft lot",Nebraska Realty Sarpy County,"6607 N 108th Ave, Omaha, NE 68164"
"$205,000",3bed,2bath,"2,010sqft","8,712sqft lot",Schamp Residential,"8754 N Larimore Ave, Omaha, NE 68134"
"$415,000",2bed,3bath,"2,168sqft","7,000sqft lot",BHHS Ambassador Real Estate,"5021 Western Ave, Omaha, NE 68132"
"$349,900",3bed,3bath,"3,374sqft","7,800sqft lot",BHHS Ambassador Real Estate,"6003 N 146th Ave, Omaha, NE 68116"
"$175,000",3bed,2bath,"2,518sqft","6,360sqft lot",NP Dodge - 204Dodge Branch Office,"9227 Sahler St, Omaha, NE 68134"
"$539,000",5bed,4.5bath,"4,602sqft",0.32acre lot,BHHS Ambassador Real Estate,"3115 N 160th Ave, Omaha, NE 68116"
"$169,990",3bed,1.5bath,"1,690sqft","7,650sqft lot",P J MORGAN REAL ESTATE,"6909 N 41st Cir, Omaha, NE 68112"
"$325,000",4bed,4bath,"3,359sqft","5,140sqft lot",Liberty Core Real Estate,"15801 Emiline St, Omaha, NE 68136"
"$900,000",6bed,4.5bath,"5,088sqft","3,630sqft lot",Coldwell Banker NHS RE,"12423 Grebe St, Omaha, NE 68142"
"$320,000",4bed,2.5+bath,"2,909sqft","8,276sqft lot",Red Key Real Estate,"2210 N 151st St, Omaha, NE 68116"
"$230,000",3bed,2bath,"1,494sqft","7,808sqft lot",Bhhs Ambassador Real Estate,"15268 Grover St, Omaha, NE 68144"
"$295,000",4bed,2.5bath,"2,360sqft",0.26acre lot,BHHS Ambassador Real Estate,"16315 Rolling Ridge Rd, Omaha, NE 68135"
"$150,000",3bed,2bath,"1,478sqft",15acre lot,Better Homes and Gardens Real Estate The Good Life Group,"12918 Ames Ave, Omaha, NE 68164"
"$230,000",3bed,2bath,"1,559sqft","6,316sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"15110 Rock Creek Dr, Omaha, NE 68138"
"$1,100,000",4bed,3.5+bath,"5,561sqft",0.41acre lot,BHHS Ambassador Real Estate,"18802 Honeysuckle Dr, Omaha, NE 68022"
"$186,500",2bed,2bath,"1,120sqft",,BHHS Ambassador Real Estate,"5016 California St Apt 2, Omaha, NE 68132"
"$195,000",3bed,2bath,"1,564sqft",0.26acre lot,Bhhs Ambassador Real Estate,"5630 S 51st St, Omaha, NE 68117"
"$179,000",3bed,2bath,"1,236sqft","8,276sqft lot",P J MORGAN REAL ESTATE,"11129 W St, Omaha, NE 68137"
"$210,000",3bed,2bath,"1,657sqft","6,534sqft lot",BHHS Ambassador Real Estate,"15218 Z St, Omaha, NE 68137"
"$440,000",5bed,3bath,"3,281sqft","8,712sqft lot",Nebraska Realty,"18368 Harney St, Omaha, NE 68022"
"$350,000",4bed,2.5bath,"2,890sqft",0.31acre lot,NP Dodge - 204Dodge Branch Office,"2121 S 130th St, Omaha, NE 68144"
"$235,000",3bed,2.5bath,"1,980sqft",0.25acre lot,BHHS Ambassador Real Estate,"7662 Windsor Dr, Omaha, NE 68114"
"$225,000",3bed,2.5bath,"1,433sqft","7,089sqft lot",Redfin Corporation,"5032 S 48th Ave, Omaha, NE 68117"
"$725,000",5bed,4.5bath,"4,697sqft",0.53acre lot,BHHS Ambassador Real Estate,"3006 N 194th St, Omaha, NE 68022"
"$645,000",5bed,3bath,"3,286sqft",0.27acre lot,Better Homes and Gardens Real Estate The Good Life Group,"13102 Craig St, Omaha, NE 68142"
"$449,190",4bed,2.5bath,"2,426sqft",0.27acre lot,BHHS Ambassador Real Estate,"18315 Grand Ave, Omaha, NE 68022"
"$100,000",1bed,1bath,540sqft,,Better Homes And Gardens R.E.,"2313 Harney St Apt 2001, Omaha, NE 68102"
"$159,950",2bed,1.5bath,"1,282sqft","1,307sqft lot",NP Dodge - 108Dodge Branch Office,"808 N 36th St, Omaha, NE 68131"
"$199,000",3bed,3bath,"2,623sqft","5,069sqft lot",Bhhs Ambassador Real Estate,"5611 Charles St, Omaha, NE 68132"
"$170,000",3bed,2bath,"1,485sqft",0.23acre lot,Flatwater Realty,"2734 S 10th St, Omaha, NE 68108"
"$164,500",5bed,2bath,"1,796sqft","5,952sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"905 S 27th St, Omaha, NE 68105"
"$179,000",4bed,3bath,"2,265sqft","6,970sqft lot",Nebraska Realty Sarpy County,"702 Hickory St, Omaha, NE 68108"
"$314,000",2bed,2bath,"1,520sqft",,BHHS Ambassador Real Estate,"902 Dodge St Apt 304, Omaha, NE 68102"
"$140,000",2bed,1bath,930sqft,"4,356sqft lot",Nebraska Realty,"3000 Farnam St Unit 0S4L, Omaha, NE 68131"
"$345,000",4bed,2.5+bath,"3,357sqft",0.31acre lot,BHHS Ambassador Real Estate,"16012 Sahler Cir, Omaha, NE 68116"
"$190,000",2bed,1.5bath,"1,300sqft","6,970sqft lot",Nebraska Realty,"8538 Sheffield St, Omaha, NE 68122"
"$210,000",4bed,2bath,"2,119sqft","7,405sqft lot",Keller Williams Greater Omaha,"4940 Pinkney St, Omaha, NE 68104"
"$200,000",3bed,2bath,"1,528sqft","6,098sqft lot",Exp Realty Llc,"14252 Virginia St, Omaha, NE 68138"
"$229,000",3bed,2bath,"2,188sqft","7,930sqft lot",Bhhs Ambassador Real Estate,"13496 Oak St, Omaha, NE 68144"
"$559,645",5bed,3.5bath,"3,118sqft",0.24acre lot,Better Homes and Gardens Real Estate The Good Life Group,"10327 S 189th St, Omaha, NE 68136"
"$249,000",3bed,2.5bath,"1,782sqft","7,405sqft lot",Keller Williams Greater Omaha,"15116 Evans St, Omaha, NE 68116"
"$239,900",3bed,3bath,"1,768sqft","4,356sqft lot",BHHS Ambassador Real Estate,"1406 S 167th St, Omaha, NE 68130"
"$329,900",4bed,3.5bath,"3,166sqft","9,750sqft lot",Nebraska Realty,"14910 Dorcas Cir, Omaha, NE 68144"
"$1,864,000",6bed,7bath,"7,610sqft",0.44acre lot,BHHS Ambassador Real Estate,"2206 S 190th Cir, Omaha, NE 68130"
"$269,900",3bed,2.5bath,"2,047sqft","6,534sqft lot",Exp Realty Llc,"16365 Z St, Omaha, NE 68135"
"$558,529",3bed,2bath,"1,756sqft","9,880sqft lot",Regency Homes,"6702 S 200th Ave, Omaha, NE 68135"
"$490,000",4bed,4bath,"4,530sqft",0.28acre lot,Listwithfreedom.com,"12767 Hamilton St, Omaha, NE 68154"
"$374,900",3bed,2bath,"2,688sqft",5.52acre lot,Nebraska Realty,"13615 N 48th St, Omaha, NE 68152"
"$779,000",5bed,3.5bath,"4,474sqft",0.75acre lot,Berkshire Real Estate,"503 Ridgewood Ave, Omaha, NE 68114"
"$210,000",5bed,2.5bath,"1,544sqft",0.37acre lot,Robert Q Kelly Jr Broker,"7551 Charles St, Omaha, NE 68114"
"$290,000",4bed,2.5bath,"2,364sqft","7,405sqft lot",BHHS Ambassador Real Estate,"8815 S 164th St, Omaha, NE 68136"
"$339,000",3bed,3bath,"2,863sqft","4,356sqft lot",NP Dodge - 108Dodge Branch Office,"6440 S 118th Plz, Omaha, NE 68137"
"$290,000",4bed,3bath,"1,728sqft",0.26acre lot,Bhhs Ambassador Real Estate,"19535 Binney Cir, Omaha, NE 68022"
"$399,900",4bed,3.5bath,"4,028sqft",0.43acre lot,Bhhs Ambassador Real Estate,"10917 S 172nd St, Omaha, NE 68136"
"$340,000",3bed,2.5bath,"2,194sqft","7,841sqft lot",Simplicity Real Estate,"16853 Portal St, Omaha, NE 68136"
"$310,000",4bed,2.5bath,"3,340sqft","4,356sqft lot",BHHS Ambassador Real Estate,"19260 Holmes St, Omaha, NE 68135"
"$225,000",3bed,2bath,"1,474sqft",0.38acre lot,Nebraska Realty,"322 S 84th St, Omaha, NE 68114"
"$257,000",3bed,2.5bath,"1,732sqft",0.25acre lot,P J MORGAN REAL ESTATE,"630 S 126th St, Omaha, NE 68154"
"$514,900",5bed,3bath,"3,153sqft",0.25acre lot,BHHS Ambassador Real Estate,"10017 S 188th St, Omaha, NE 68136"
"$575,000",4bed,2.5bath,"2,759sqft",0.52acre lot,Listwithfreedom.com,"8915 William St, Omaha, NE 68124"
"$239,000",3bed,2.5bath,"1,588sqft","9,825sqft lot",BHHS Ambassador Real Estate,"423 S 152nd Cir, Omaha, NE 68154"
"$700,000",4bed,3bath,"3,853sqft",0.26acre lot,Nexthome Signature Real Estate,"17468 Ridgemont St, Omaha, NE 68136"
"$475,000",4bed,2.5bath,"3,434sqft",0.34acre lot,BHHS Ambassador Real Estate,"9933 Devonshire Dr, Omaha, NE 68114"
"$304,575",2bed,2bath,"1,250sqft","6,011sqft lot",Bhhs Ambassador Real Estate,"19910 Piney Creek Dr, Elkhorn, NE 68022"
"$446,105",4bed,2.5bath,"2,471sqft",0.28acre lot,BHHS Ambassador Real Estate,"12613 S 78th St, Omaha, NE 68046"
"$607,868",4bed,3bath,"3,031sqft",0.31acre lot,Synergy Real Estate & Dev Corp,"12823 Mormon St, Omaha, NE 68142"
"$484,701",4bed,3bath,"1,885sqft","4,356sqft lot",BHHS Ambassador Real Estate,"6608 S 207th Ave, Omaha, NE 68022"
"$372,535",3bed,3bath,"2,435sqft","7,710sqft lot",BHHS Ambassador Real Estate,"9823 S 185th St, Omaha, NE 68136"
"$215,000",3bed,1.5bath,"1,604sqft","7,500sqft lot",Nexthome Signature Real Estate,"3434 Westgate Rd, Omaha, NE 68124"
"$327,900",2bed,2bath,"1,142sqft",,Better Homes and Gardens Real Estate The Good Life Group,"120 S 31st Ave Apt 5208, Omaha, NE 68131"
"$124,777",,,,"7,100sqft lot",BHHS Ambassador Real Estate,"2816/2818 N 45 St, Omaha, NE 68104"
"$1,425,000",5bed,4.5+bath,"7,142sqft",0.53acre lot,BHHS Ambassador Real Estate,"10308 Pinehurst Ave, Omaha, NE 68124"
"$240,000",3bed,2bath,"1,584sqft","6,098sqft lot",Platinum Realty LLC,"15922 Arbor Cir, Omaha, NE 68130"
"$260,000",5bed,4bath,,"6,750sqft lot",Red Key Real Estate,"2727 N 65th St, Omaha, NE 68104"
"$210,000",3bed,1.5bath,"1,612sqft","9,148sqft lot",Bhhs Ambassador Real Estate,"5006 N 113th Cir, Omaha, NE 68164"
"$330,000",4bed,3.5bath,"3,022sqft","7,841sqft lot",Exp Realty Llc,"2327 N 144th Ave, Omaha, NE 68116"
"$335,000",5bed,3.5bath,"2,602sqft",0.28acre lot,Nexthome Signature Real Estate,"5729 Tucker Cir, Omaha, NE 68152"
"$110,000",1bed,1bath,468sqft,"6,316sqft lot",The Hammon Company Inc,"6724 Grant St, Omaha, NE 68104"
"$485,500",2bed,2.5bath,"2,150sqft","3,833sqft lot",kwELITE Real Estate,"618 N 46th St, Omaha, NE 68132"
"$549,900",3bed,2.5bath,"2,628sqft","2,962sqft lot",kwELITE Real Estate,"624 N 46th St, Omaha, NE 68132"
"$549,900",3bed,2.5bath,"2,628sqft","2,962sqft lot",kwELITE Real Estate,"622 N 46th St, Omaha, NE 68132"
"$549,900",3bed,2.5bath,"2,628sqft","2,962sqft lot",kwELITE Real Estate,"620 N 46th St, Omaha, NE 68132"
"$549,900",3bed,2.5bath,"2,628sqft","3,877sqft lot",kwELITE Real Estate,"630 N 46th St, Omaha, NE 68132"
"$549,900",3bed,2.5bath,"2,628sqft","3,920sqft lot",kwELITE Real Estate,"628 N 46th St, Omaha, NE 68132"
"$549,900",3bed,2.5bath,"2,628sqft","3,920sqft lot",kwELITE Real Estate,"626 N 46th St, Omaha, NE 68132"
"$399,500",3bed,3bath,"2,707sqft","7,841sqft lot",NP Dodge - 108Dodge Branch Office,"726 S 68th St, Omaha, NE 68106"
"$399,950",4bed,3.5bath,"3,804sqft",0.23acre lot,Berkshire Real Estate,"4213 N 175th St, Omaha, NE 68116"
"$250,000",3bed,2.5bath,"2,131sqft","5,750sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"7382 N 88th St, Omaha, NE 68122"
"$1,499,999",6bed,5.5+bath,"8,042sqft","8,599sqft lot",BHHS Ambassador Real Estate,"4110 S 184th St, Omaha, NE 68135"
"$355,000",5bed,3bath,"3,900sqft","6,970sqft lot",Exp Realty Llc,"3009 N 170th St, Omaha, NE 68116"
"$77,500",2bed,1bath,576sqft,"5,256sqft lot",NP Dodge - 108Dodge Branch Office,"4728 N 48th St, Omaha, NE 68104"
"$409,500",2bed,2.5bath,"1,826sqft","1,176sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"1057 Johnston Plz, Omaha, NE 68108"
"$575,000",5bed,3.5+bath,"3,505sqft",0.43acre lot,BHHS Ambassador Real Estate,"661 S 85th St, Omaha, NE 68114"
"$1,050,000",4bed,6.5bath,"6,218sqft",0.62acre lot,NP Dodge - 204Dodge Branch Office,"3435 N 143rd Cir, Omaha, NE 68164"
"$165,000",3bed,2bath,960sqft,"5,663sqft lot",Nebraska Realty,"3631 Oak St, Omaha, NE 68105"
"$395,000",4bed,2.5bath,"3,227sqft","9,537sqft lot",Bhhs Ambassador Real Estate,"4207 S 213th Ave, Omaha, NE 68022"
"$599,000",5bed,3.5bath,"5,194sqft",0.52acre lot,BHHS Ambassador Real Estate,"17514 S Riviera Dr, Omaha, NE 68163"
"$600,000",5bed,4.5bath,"3,666sqft",0.44acre lot,Nebraska Realty,"21401 Walnut St, Omaha, NE 68022"
"$535,000",5bed,3bath,"3,564sqft",0.36acre lot,BHHS Ambassador Real Estate,"17008 Kimberly Cir, Omaha, NE 68116"
"$119,900",2bed,1bath,768sqft,"5,227sqft lot",Tnt Realty Inc,"3228 N 40th St, Omaha, NE 68111"
"$968,000",4bed,4.5bath,"5,126sqft",0.54acre lot,NP Dodge - 148Dodge Branch Office,"22106 Quail Cir, Elkhorn, NE 68022"
"$449,900",4bed,2.5bath,"2,787sqft",0.31acre lot,BHHS Ambassador Real Estate,"19530 Shadow Ridge Dr, Omaha, NE 68130"
"$385,000",3bed,2bath,"1,894sqft",0.24acre lot,BHHS Ambassador Real Estate,"17002 Bondesson St, Omaha, NE 68007"
"$424,450",5bed,2.5bath,"2,750sqft",0.26acre lot,Nebraska Realty Sarpy County,"12801 Cooper St, Omaha, NE 68138"
"$430,000",4bed,4bath,"2,942sqft",0.27acre lot,BHHS Ambassador Real Estate,"19261 Atlas St, Omaha, NE 68130"
"$475,000",4bed,2.5bath,"2,406sqft",0.24acre lot,Nebraska Realty,"2714 N 185th St, Omaha, NE 68022"
"$417,500",3bed,2bath,"1,903sqft",0.26acre lot,NP Dodge - 148Dodge Branch Office,"5410 N 206 St, Elkhorn, NE 68022"
"$361,450",5bed,3.5bath,"3,218sqft","9,148sqft lot",Bhhs Ambassador Real Estate,"9618 S 183rd Ave, Omaha, NE 68136"
"$348,200",3bed,2bath,"1,789sqft",0.23acre lot,NP Dodge - 204Dodge Branch Office,"Indian Pointe Lndg Lot 33, Elkhorn, NE 68022"
"$280,335",3bed,2.5bath,"1,897sqft","8,276sqft lot",Bhhs Ambassador Real Estate,"9518 S 180th Ave, Omaha, NE 68136"
"$130,000",3bed,1.5+bath,"2,052sqft","8,712sqft lot",Nebraska Realty Sarpy County,"3905 L St S, Omaha, NE 68107"
"$120,000",2bed,1bath,"1,195sqft",0.24acre lot,Exp Realty Llc,"6544 Wirt St N, Omaha, NE 68104"
"$219,000",4bed,1.5bath,"1,720sqft","5,663sqft lot",P J MORGAN REAL ESTATE,"1025 S 33rd St, Omaha, NE 68105"
"$210,000",4bed,4bath,"2,056sqft","6,970sqft lot",kwELITE Real Estate,"12443 Westwood Ln, Omaha, NE 68144"
"$205,000",4bed,3bath,"2,222sqft","6,375sqft lot",NP Dodge - Sarpy County Branch Office,"3020 Franklin St, Omaha, NE 68111"
"$135,000",3bed,1bath,960sqft,"5,856sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"5509 N 37th St, Omaha, NE 68111"
"$1,995,000",5bed,4.5+bath,"9,056sqft",1.21acre lot,NP Dodge - 108Dodge Branch Office,"6614 Underwood Ave, Omaha, NE 68132"
"$165,000",3bed,1bath,"1,290sqft","5,600sqft lot",Gtr Sales,"2718 Weber St, Omaha, NE 68112"
"$250,000",3bed,3bath,"1,798sqft","7,906sqft lot",The Gallery of Homes,"4452 Shady Lane Cir, Omaha, NE 68105"
"$300,000",3bed,2bath,"1,856sqft",0.35acre lot,Better Homes and Gardens Real Estate The Good Life Group,"8757 Shamrock Rd, Omaha, NE 68114"
"$485,500",2bed,2.5bath,"2,150sqft","4,922sqft lot",kwELITE Real Estate,"636 N 46th St, Omaha, NE 68132"
"$650,000",,,,"6,250sqft lot",Midtown Realty And Management,"128 N 43rd St, Omaha, NE 68131"
"$274,900",1bed,1bath,975sqft,,Better Homes and Gardens Real Estate The Good Life Group,"120 S 31st Ave Apt 5209, Omaha, NE 68131"
"$250,000",3bed,3bath,"1,615sqft","9,148sqft lot",NP Dodge - 148Dodge Branch Office,"16063 Frederick St, Omaha, NE 68130"
"$725,000",6bed,9bath,"5,950sqft",0.66acre lot,Exp Realty Llc,"1125 Skyline Dr, Elkhorn, NE 68022"
"$300,000",4bed,3bath,"3,096sqft","7,013sqft lot",BHHS Ambassador Real Estate,"18801 Birchwood Ave, Omaha, NE 68135"
"$549,900",3bed,2.5bath,"2,628sqft","3,877sqft lot",kwELITE Real Estate,"634 N 46th St, Omaha, NE 68132"
"$389,330",3bed,3bath,"2,500sqft","7,800sqft lot",BHHS Ambassador Real Estate,"11008 S 186th Ave, Omaha, NE 68136"
"$549,900",3bed,2.5bath,"2,628sqft","3,877sqft lot",kwELITE Real Estate,"632 N 46th St, Omaha, NE 68132"
"$190,000",3bed,3bath,"1,612sqft","5,663sqft lot",Exp Realty Llc,"8237 Clay St, Omaha, NE 68122"
"$229,900",3bed,2.5bath,"1,536sqft","6,534sqft lot",Bhhs Ambassador Real Estate,"3620 S 154th St, Omaha, NE 68144"
"$210,000",2bed,2bath,"1,611sqft","6,316sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"18113 Edna St, Omaha, NE 68136"
"$699,000",2bed,2bath,"1,975sqft",,BHHS Ambassador Real Estate,"1101 Jackson St Apt 406, Omaha, NE 68102"
"$475,000",4bed,3bath,"3,312sqft",0.73acre lot,kwELITE Real Estate,"20644 Corral Rd, Omaha, NE 68022"
"$235,000",3bed,2.5bath,"1,351sqft",,kwELITE Real Estate,"18175 Polk Ct, Omaha, NE 68135"
"$225,000",3bed,2.5bath,"1,351sqft",,kwELITE Real Estate,"18165 Polk Ct, Omaha, NE 68135"
"$225,000",3bed,2.5bath,"1,351sqft",,kwELITE Real Estate,"18169 Polk Ct, Omaha, NE 68135"
"$225,000",3bed,2.5bath,"1,351sqft",,kwELITE Real Estate,"18161 Polk Ct, Omaha, NE 68135"
"$985,000",4bed,3.5bath,"3,614sqft",0.44acre lot,NP Dodge - 108Dodge Branch Office,"1325 S 78th Ave, Omaha, NE 68124"
